Ticker,Cluster_ID,Sector
A,0,Health Care
AAPL,0,Information Technology
ABT,0,Health Care
ACN,0,Information Technology
ADBE,0,Information Technology
ADP,0,Industrials
ADSK,0,Information Technology
AJG,0,Financials
AKAM,0,Information Technology
ALGN,0,Health Care
AON,0,Financials
AXON,0,Industrials
BR,0,Industrials
BRO,0,Financials
CDNS,0,Information Technology
CHRW,0,Industrials
CHTR,0,Communication Services
CMCSA,0,Communication Services
CME,0,Financials
CMG,0,Consumer Discretionary
COST,0,Consumer Staples
CRL,0,Health Care
CRM,0,Information Technology
CTAS,0,Industrials
DAY,0,Industrials
DGX,0,Health Care
DHR,0,Health Care
DXCM,0,Health Care
EA,0,Communication Services
EBAY,0,Consumer Discretionary
EFX,0,Industrials
EQIX,0,Real Estate
EW,0,Health Care
FAST,0,Industrials
FDS,0,Financials
FFIV,0,Information Technology
FICO,0,Information Technology
FTNT,0,Information Technology
GNRC,0,Industrials
GOOG,0,Communication Services
GOOGL,0,Communication Services
HOLX,0,Health Care
ICE,0,Financials
IDXX,0,Health Care
INTU,0,Information Technology
IQV,0,Health Care
ISRG,0,Health Care
LH,0,Health Care
LLY,0,Health Care
LULU,0,Consumer Discretionary
MCO,0,Financials
MMC,0,Financials
MRNA,0,Health Care
MSCI,0,Financials
MSFT,0,Information Technology
MSI,0,Information Technology
MTCH,0,Communication Services
MTD,0,Health Care
NDAQ,0,Financials
NEE,0,Utilities
NOW,0,Information Technology
NRG,0,Utilities
PANW,0,Information Technology
PAYC,0,Industrials
PAYX,0,Industrials
PODD,0,Health Care
PTC,0,Information Technology
PYPL,0,Financials
ROL,0,Industrials
ROP,0,Information Technology
RVTY,0,Health Care
SBAC,0,Real Estate
SNPS,0,Information Technology
SPGI,0,Financials
TECH,0,Health Care
TMO,0,Health Care
TMUS,0,Communication Services
TTWO,0,Communication Services
TYL,0,Information Technology
UBER,0,Industrials
VRSK,0,Industrials
VRSN,0,Information Technology
WAT,0,Health Care
WST,0,Health Care
WTW,0,Financials
XYZ,0,Financials
ZBRA,0,Information Technology
ZTS,0,Health Care
ORCL,1,Information Technology
FIS,2,Financials
FISV,2,Financials
MA,2,Financials
STZ,2,Consumer Staples
V,2,Financials
ABBV,3,Health Care
AEE,3,Utilities
AEP,3,Utilities
ALL,3,Financials
AMGN,3,Health Care
AMT,3,Real Estate
ARE,3,Real Estate
ATO,3,Utilities
AVB,3,Real Estate
AWK,3,Utilities
AZO,3,Consumer Discretionary
BALL,3,Materials
BAX,3,Health Care
BDX,3,Health Care
BF-B,3,Consumer Staples
BMY,3,Health Care
BSX,3,Health Care
CAG,3,Consumer Staples
CAH,3,Health Care
CCI,3,Real Estate
CHD,3,Consumer Staples
CI,3,Health Care
CL,3,Consumer Staples
CLX,3,Consumer Staples
CMS,3,Utilities
CNC,3,Health Care
CNP,3,Utilities
COO,3,Health Care
COR,3,Health Care
CPB,3,Consumer Staples
CPT,3,Real Estate
CSCO,3,Information Technology
CSX,3,Industrials
CVS,3,Health Care
D,3,Utilities
DLR,3,Real Estate
DOC,3,Real Estate
DTE,3,Utilities
DUK,3,Utilities
DVA,3,Health Care
ED,3,Utilities
EIX,3,Utilities
ELV,3,Health Care
EQR,3,Real Estate
ES,3,Utilities
ESS,3,Real Estate
ETR,3,Utilities
EVRG,3,Utilities
EXC,3,Utilities
EXR,3,Real Estate
FE,3,Utilities
FRT,3,Real Estate
GD,3,Industrials
GILD,3,Health Care
GIS,3,Consumer Staples
GWW,3,Industrials
HCA,3,Health Care
HRL,3,Consumer Staples
HSIC,3,Health Care
HSY,3,Consumer Staples
HUM,3,Health Care
IBM,3,Information Technology
INVH,3,Real Estate
IRM,3,Real Estate
JKHY,3,Financials
JNJ,3,Health Care
K,3,Consumer Staples
KDP,3,Consumer Staples
KHC,3,Consumer Staples
KIM,3,Real Estate
KMB,3,Consumer Staples
KO,3,Consumer Staples
KR,3,Consumer Staples
LNT,3,Utilities
MAA,3,Real Estate
MCK,3,Health Care
MDLZ,3,Consumer Staples
MDT,3,Health Care
MKC,3,Consumer Staples
MO,3,Consumer Staples
MOH,3,Health Care
MRK,3,Health Care
NEM,3,Materials
NI,3,Utilities
NSC,3,Industrials
O,3,Real Estate
PEG,3,Utilities
PEP,3,Consumer Staples
