Ticker,Cluster_ID,Sector
A,0,Health Care
ABT,0,Health Care
ACN,0,Information Technology
ADBE,0,Information Technology
ALGN,0,Health Care
BIIB,0,Health Care
BSX,0,Health Care
CBOE,0,Financials
CDNS,0,Information Technology
CME,0,Financials
CMG,0,Consumer Discretionary
COO,0,Health Care
COST,0,Consumer Staples
CPRT,0,Industrials
CRL,0,Health Care
CRM,0,Information Technology
CSCO,0,Information Technology
CSGP,0,Real Estate
DGX,0,Health Care
DHR,0,Health Care
DXCM,0,Health Care
EL,0,Consumer Staples
EPAM,0,Information Technology
EW,0,Health Care
FICO,0,Information Technology
FTNT,0,Information Technology
GRMN,0,Consumer Discretionary
HOLX,0,Health Care
HSIC,0,Health Care
ICE,0,Financials
IDXX,0,Health Care
INTU,0,Information Technology
IQV,0,Health Care
LH,0,Health Care
LLY,0,Health Care
MCO,0,Financials
MDT,0,Health Care
MSCI,0,Financials
MSFT,0,Information Technology
MSI,0,Information Technology
MTD,0,Health Care
NDAQ,0,Financials
NFLX,0,Communication Services
NOW,0,Information Technology
NWS,0,Communication Services
NWSA,0,Communication Services
ODFL,0,Industrials
PODD,0,Health Care
POOL,0,Consumer Discretionary
REGN,0,Health Care
RMD,0,Health Care
ROL,0,Industrials
RVTY,0,Health Care
SNPS,0,Information Technology
SPGI,0,Financials
STE,0,Health Care
SYK,0,Health Care
TECH,0,Health Care
TMO,0,Health Care
TYL,0,Information Technology
VRSN,0,Information Technology
WAT,0,Health Care
WST,0,Health Care
ZBH,0,Health Care
ZTS,0,Health Care
AAPL,1,Information Technology
ABBV,1,Health Care
ADP,1,Industrials
AEE,1,Utilities
AEP,1,Utilities
AKAM,1,Information Technology
AMGN,1,Health Care
AMT,1,Real Estate
AON,1,Financials
ARE,1,Real Estate
ATO,1,Utilities
AVB,1,Real Estate
AWK,1,Utilities
BAX,1,Health Care
BF-B,1,Consumer Staples
BMY,1,Health Care
BR,1,Industrials
BRO,1,Financials
CAG,1,Consumer Staples
CCI,1,Real Estate
CHD,1,Consumer Staples
CHTR,1,Communication Services
CL,1,Consumer Staples
CMCSA,1,Communication Services
CMS,1,Utilities
CNP,1,Utilities
CPB,1,Consumer Staples
CPT,1,Real Estate
D,1,Utilities
DLR,1,Real Estate
DOC,1,Real Estate
DPZ,1,Consumer Discretionary
DTE,1,Utilities
DUK,1,Utilities
ECL,1,Materials
ED,1,Utilities
EFX,1,Industrials
EIX,1,Utilities
EQIX,1,Real Estate
EQR,1,Real Estate
ES,1,Utilities
ESS,1,Real Estate
ETR,1,Utilities
EVRG,1,Utilities
EXC,1,Utilities
EXR,1,Real Estate
FDS,1,Financials
FE,1,Utilities
GILD,1,Health Care
GIS,1,Consumer Staples
HAS,1,Consumer Discretionary
HRL,1,Consumer Staples
HSY,1,Consumer Staples
INVH,1,Real Estate
ISRG,1,Health Care
JKHY,1,Financials
JNJ,1,Health Care
K,1,Consumer Staples
KDP,1,Consumer Staples
KHC,1,Consumer Staples
KMB,1,Consumer Staples
KO,1,Consumer Staples
LNT,1,Utilities
MAA,1,Real Estate
MAS,1,Industrials
MDLZ,1,Consumer Staples
MKC,1,Consumer Staples
MMC,1,Financials
MNST,1,Consumer Staples
MRK,1,Health Care
MRNA,1,Health Care
NEE,1,Utilities
NI,1,Utilities
O,1,Real Estate
PAYX,1,Industrials
PEG,1,Utilities
PEP,1,Consumer Staples
PFE,1,Health Care
PG,1,Consumer Staples
PLD,1,Real Estate
PNW,1,Utilities
PPL,1,Utilities
PSA,1,Real Estate
ROP,1,Information Technology
RSG,1,Industrials
SBAC,1,Real Estate
SHW,1,Materials
SJM,1,Consumer Staples
SO,1,Utilities
SRE,1,Utilities
STZ,1,Consumer Staples
UDR,1,Real Estate
VICI,1,Real Estate
VRSK,1,Industrials
VRTX,1,Health Care
VTR,1,Real Estate
VZ,1,Communication Services
WEC,1,Utilities
WELL,1,Real Estate
WM,1,Industrials
WMT,1,Consumer Staples
XEL,1,Utilities
ADI,2,Information Technology
ALB,2,Materials
AMAT,2,Information Technology
AMD,2,Information Technology
AMZN,2,Consumer Discretionary
APH,2,Information Technology
AVGO,2,Information Technology
AXON,2,Industrials
GLW,2,Information Technology
GNRC,2,Industrials
GOOG,2,Communication Services
GOOGL,2,Communication Services
HPQ,2,Information Technology
JBL,2,Information Technology
KEYS,2,Information Technology
KLAC,2,Information Technology
LRCX,2,Information Technology
MCHP,2,Information Technology
META,2,Communication Services
MPWR,2,Information Technology
MTCH,2,Communication Services
MU,2,Information Technology
NKE,2,Consumer Discretionary
NTAP,2,Information Technology
NVDA,2,Information Technology
NXPI,2,Information Technology
ON,2,Information Technology
PTC,2,Information Technology
PYPL,2,Financials
QCOM,2,Information Technology
SWKS,2,Information Technology
TEL,2,Information Technology
TER,2,Information Technology
TRMB,2,Information Technology
TSLA,2,Consumer Discretionary
TXN,2,Information Technology
XYZ,2,Financials
ZBRA,2,Information Technology
ACGL,3,Financials
AES,3,Utilities
AIZ,3,Financials
ALL,3,Financials
BALL,3,Materials
BRK-B,3,Financials
BXP,3,Real Estate
CB,3,Financials
CBRE,3,Real Estate
CINF,3,Financials
CSX,3,Industrials
EG,3,Financials
FRT,3,Real Estate
HIG,3,Financials
IRM,3,Real Estate
KIM,3,Real Estate
NSC,3,Industrials
PGR,3,Financials
PPG,3,Materials
REG,3,Real Estate
T,3,Communication Services
TROW,3,Financials
TRV,3,Financials
